ID,Region,Annee,Saison,Temperature_C,Precipitations_mm,Humidite_pct,Amplitude_Thermique_C,Couverture_Forestiere_pct,Biodiversite_Shannon,Eau_Stagnante,Densite_Faune,Densite_Population,Urbanisation,Acces_Soins,Deforestation_pct,Fragmentation_Habitat,Cas_Humains,Prevalence_Animale_pct,Reservoirs_Animaux,Transmission,Agents_Sante_1000,Capacite_Laboratoire,Risque,Type_Ecosysteme,Groupe_Climatique
ECO_09648,REG_0061,2024,Hiver,27.5,1693,56,11.6,39.7,2.13,0,5,340,7,5,9.1,5,265,4.4,1,2,3.36,4,Faible,Forêt Secondaire,Tropical
ECO_09649,REG_0063,2024,Hiver,13.2,898,55,2.7,71.8,2.45,0,2,585,4,2,39.2,7,125,17.5,5,4,0.67,3,Modéré,Forêt Secondaire,Tempéré
ECO_09650,REG_0019,2022,Printemps,16.2,203,86,25.0,33.8,2.49,0,6,54,4,2,21.6,8,240,5.6,7,2,4.69,9,Modéré,Savane / Zone Agricole,Tempéré
ECO_09651,REG_0070,2016,Printemps,33.9,180,64,5.4,77.3,0.99,0,5,126,3,6,25.2,2,135,4.8,2,2,1.72,7,Faible,Savane / Zone Agricole,Tropical
ECO_09652,REG_0058,2013,Automne,29.0,454,71,6.3,12.0,1.48,0,4,98,6,4,9.5,5,330,2.1,2,4,1.47,3,Faible,Savane / Zone Agricole,Tropical
ECO_09653,REG_0146,2024,Été,13.1,660,56,8.1,24.6,1.2,1,5,163,5,5,20.2,4,135,9.1,5,7,5.76,7,Faible,Savane / Zone Agricole,Tempéré
ECO_09654,REG_0084,2021,Été,25.2,151,65,5.3,43.5,0.98,1,6,244,4,5,43.8,5,270,10.0,2,4,1.52,5,Modéré,Savane / Zone Agricole,Tropical
ECO_09655,REG_0110,2015,Printemps,3.1,805,75,19.7,39.2,2.02,0,9,212,3,7,11.3,4,225,2.8,2,7,2.02,5,Faible,Forêt Secondaire,Tempéré
ECO_09656,REG_0067,2022,Été,22.4,353,59,7.3,59.2,2.44,0,4,153,4,2,8.5,4,70,18.1,4,5,4.46,7,Faible,Savane / Zone Agricole,Subtropical
ECO_09657,REG_0019,2011,Automne,17.9,697,57,3.6,40.7,4.0,1,5,309,2,5,16.4,5,320,2.0,2,9,3.06,5,Faible,Forêt Secondaire,Tempéré
ECO_09658,REG_0145,2010,Hiver,11.0,1813,66,2.2,24.5,1.15,0,9,538,5,3,9.9,5,80,8.3,4,4,9.99,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09659,REG_0017,2019,Automne,-5.0,108,45,10.9,53.3,2.05,1,3,325,4,6,4.3,4,120,9.1,0,4,3.79,2,Faible,Savane / Zone Agricole,Tempéré
ECO_09660,REG_0014,2022,Printemps,20.2,798,75,13.1,63.2,1.26,0,8,87,3,5,31.3,4,175,12.0,1,6,2.18,5,Faible,Forêt Secondaire,Subtropical
ECO_09661,REG_0002,2019,Hiver,31.6,544,92,15.9,23.5,2.39,1,5,189,4,7,21.2,4,285,7.6,4,7,1.96,5,Modéré,Savane / Zone Agricole,Tropical
ECO_09662,REG_0006,2024,Été,23.0,1012,90,2.4,49.6,0.7,0,7,129,4,2,25.5,5,195,5.5,1,6,1.66,4,Modéré,Forêt Secondaire,Subtropical
ECO_09663,REG_0131,2014,Automne,20.0,274,56,13.8,48.0,2.79,0,4,228,4,6,16.6,5,200,8.7,8,4,2.39,3,Faible,Savane / Zone Agricole,Subtropical
ECO_09664,REG_0044,2014,Automne,16.0,323,60,12.0,14.3,0.84,0,4,311,7,5,13.2,10,135,6.7,5,8,0.66,9,Faible,Savane / Zone Agricole,Tempéré
ECO_09665,REG_0008,2021,Automne,34.3,1807,59,2.5,40.3,1.03,0,5,1243,5,6,8.6,6,195,8.9,5,6,1.51,3,Modéré,Forêt Secondaire,Tropical
ECO_09666,REG_0055,2022,Printemps,21.0,623,79,3.8,20.6,1.47,0,8,291,1,7,1.4,3,325,4.5,2,5,0.98,4,Faible,Savane / Zone Agricole,Subtropical
ECO_09667,REG_0043,2015,Hiver,19.0,1352,79,2.0,35.6,3.47,1,6,501,3,9,4.5,7,120,4.9,2,6,0.9,3,Modéré,Forêt Secondaire,Subtropical
ECO_09668,REG_0091,2014,Hiver,40.0,883,71,6.8,27.6,1.62,1,6,327,4,4,20.5,4,190,14.1,3,7,2.34,4,Modéré,Savane / Zone Agricole,Tropical
ECO_09669,REG_0019,2012,Hiver,11.4,823,70,2.0,19.1,2.03,1,5,134,4,5,16.2,4,400,4.5,5,6,10.0,6,Faible,Savane / Zone Agricole,Tempéré
ECO_09670,REG_0083,2020,Automne,9.5,482,65,6.9,19.0,3.2,0,1,431,4,9,12.3,5,305,12.7,2,3,3.12,4,Faible,Savane / Zone Agricole,Tempéré
ECO_09671,REG_0070,2024,Hiver,13.3,822,83,11.0,42.9,2.93,0,3,193,1,5,9.9,7,145,5.5,0,7,2.99,8,Modéré,Forêt Secondaire,Tempéré
ECO_09672,REG_0041,2014,Hiver,24.9,502,65,3.2,39.3,1.93,1,5,277,4,5,12.9,6,270,4.6,3,7,2.02,3,Faible,Forêt Secondaire,Subtropical
ECO_09673,REG_0083,2024,Été,23.8,886,54,8.3,11.3,2.66,0,7,683,3,7,15.5,8,190,11.9,3,7,1.48,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_09674,REG_0009,2024,Hiver,18.9,739,48,10.4,36.1,1.93,0,5,145,5,4,14.6,3,330,1.7,3,7,3.17,7,Faible,Forêt Secondaire,Subtropical
ECO_09675,REG_0083,2015,Hiver,30.9,566,71,2.8,45.4,4.0,0,5,67,4,6,12.2,4,100,1.6,3,4,4.07,4,Faible,Forêt Secondaire,Tropical
ECO_09676,REG_0057,2023,Printemps,11.0,487,70,11.4,47.2,1.5,1,1,259,7,2,11.7,6,115,12.0,3,8,0.78,3,Modéré,Savane / Zone Agricole,Tempéré
ECO_09677,REG_0091,2013,Été,17.6,842,44,16.7,40.8,1.66,1,7,271,2,2,7.8,7,350,7.7,3,5,2.58,4,Faible,Forêt Secondaire,Tempéré
ECO_09678,REG_0123,2014,Été,15.6,1966,64,10.2,63.5,2.51,1,6,154,4,6,7.8,2,340,7.4,3,4,4.16,3,Modéré,Forêt Dense,Tempéré
ECO_09679,REG_0093,2024,Printemps,6.8,921,54,11.7,78.2,1.93,0,1,404,2,6,30.6,4,300,17.4,1,4,1.6,5,Faible,Forêt Secondaire,Tempéré
ECO_09680,REG_0125,2017,Été,36.2,411,61,3.3,30.3,2.39,0,3,44,4,5,20.4,7,215,24.4,5,5,0.34,6,Modéré,Savane / Zone Agricole,Tropical
ECO_09681,REG_0029,2023,Hiver,26.9,461,64,9.1,41.6,1.25,1,4,701,1,2,8.1,6,50,5.8,1,8,0.63,4,Modéré,Savane / Zone Agricole,Tropical
ECO_09682,REG_0048,2017,Printemps,20.3,2527,87,9.3,25.9,1.73,0,7,463,1,6,23.8,10,45,3.8,1,1,1.0,5,Faible,Savane / Zone Agricole,Subtropical
ECO_09683,REG_0073,2013,Automne,31.4,281,51,13.4,66.2,0.94,1,7,304,3,5,7.6,5,190,3.5,2,8,1.66,7,Modéré,Savane / Zone Agricole,Tropical
ECO_09684,REG_0089,2019,Automne,20.2,352,54,2.9,35.9,0.84,1,2,473,2,6,8.4,4,225,4.7,7,3,2.37,5,Faible,Savane / Zone Agricole,Subtropical
ECO_09685,REG_0011,2019,Hiver,40.0,600,78,9.5,20.0,0.97,0,4,120,3,4,17.5,2,150,5.1,3,4,2.22,7,Faible,Savane / Zone Agricole,Tropical
ECO_09686,REG_0108,2010,Hiver,24.4,704,45,5.3,36.8,4.0,0,2,522,4,5,3.7,7,210,12.3,2,5,6.88,4,Faible,Forêt Secondaire,Subtropical
ECO_09687,REG_0009,2022,Printemps,27.3,178,60,3.9,47.4,0.58,0,6,757,3,7,14.0,5,155,9.3,4,3,7.71,5,Faible,Savane / Zone Agricole,Tropical
ECO_09688,REG_0002,2023,Printemps,7.1,434,67,7.7,31.8,0.86,0,6,165,4,5,28.1,4,275,2.9,4,3,4.71,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09689,REG_0114,2023,Été,5.7,674,71,12.9,20.2,1.11,0,4,248,6,3,16.7,6,295,8.2,5,7,4.57,7,Modéré,Savane / Zone Agricole,Tempéré
ECO_09690,REG_0128,2016,Automne,28.2,1693,53,11.6,51.3,1.07,1,6,563,4,4,39.5,3,165,9.8,1,5,5.46,8,Modéré,Forêt Dense,Tropical
ECO_09691,REG_0046,2024,Été,27.9,758,57,7.0,16.2,0.86,1,10,549,6,3,34.2,7,325,4.8,4,6,3.49,10,Modéré,Savane / Zone Agricole,Tropical
ECO_09692,REG_0027,2010,Hiver,16.2,1206,70,15.2,31.8,1.45,1,5,87,3,4,3.4,3,335,7.7,1,4,6.87,5,Faible,Forêt Secondaire,Tempéré
ECO_09693,REG_0148,2019,Printemps,0.4,113,79,8.8,66.6,2.55,0,7,530,2,5,34.9,4,215,7.7,1,6,2.29,5,Modéré,Savane / Zone Agricole,Tempéré
ECO_09694,REG_0016,2018,Hiver,36.9,795,57,20.5,62.6,0.8,0,6,293,5,7,9.4,7,215,11.8,3,7,5.2,5,Faible,Forêt Secondaire,Tropical
ECO_09695,REG_0050,2014,Hiver,24.8,565,46,25.0,54.9,2.41,1,6,282,5,7,9.3,5,205,12.0,1,5,3.36,5,Faible,Forêt Secondaire,Subtropical
ECO_09696,REG_0078,2019,Automne,30.9,1523,79,8.0,23.1,1.98,0,4,481,5,8,24.2,4,275,5.2,6,6,0.19,2,Faible,Savane / Zone Agricole,Tropical
ECO_09697,REG_0145,2011,Automne,26.8,581,60,11.1,31.4,2.2,1,3,114,5,3,12.2,7,190,13.1,5,5,0.78,6,Modéré,Forêt Secondaire,Tropical
ECO_09698,REG_0054,2011,Automne,3.6,780,56,8.3,55.5,3.07,0,7,275,2,8,4.8,5,340,8.8,3,4,1.89,2,Faible,Forêt Secondaire,Tempéré
ECO_09699,REG_0142,2024,Printemps,4.4,1177,69,5.6,31.7,2.75,0,4,58,6,4,9.9,5,100,8.5,2,10,1.29,4,Élevé,Forêt Secondaire,Tempéré
ECO_09700,REG_0055,2024,Printemps,7.6,576,52,10.4,45.8,1.75,0,4,99,4,4,22.2,6,125,12.1,2,4,2.53,3,Faible,Forêt Secondaire,Tempéré
ECO_09701,REG_0036,2024,Automne,14.6,770,85,10.4,10.4,2.66,0,5,322,5,7,0.6,3,150,5.1,3,4,2.03,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09702,REG_0083,2017,Printemps,16.1,549,39,20.1,53.5,1.78,1,6,208,2,7,4.7,5,130,14.2,2,3,3.63,7,Faible,Forêt Secondaire,Tempéré
ECO_09703,REG_0056,2018,Été,30.6,307,83,2.8,28.8,1.78,0,5,101,3,4,15.4,1,315,7.9,5,5,0.91,3,Faible,Savane / Zone Agricole,Tropical
ECO_09704,REG_0143,2023,Été,12.4,605,80,16.4,24.5,2.24,1,4,479,4,2,12.2,7,210,4.8,3,3,3.19,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09705,REG_0082,2015,Hiver,1.7,352,85,9.5,1.8,2.69,1,5,244,6,5,28.8,4,140,12.7,2,3,4.44,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09706,REG_0058,2019,Hiver,17.3,491,67,25.0,58.9,1.4,0,5,266,4,4,25.0,7,180,5.5,4,4,1.72,7,Faible,Savane / Zone Agricole,Tempéré
ECO_09707,REG_0017,2013,Été,31.8,2083,64,15.5,55.5,2.11,1,5,158,4,6,7.6,8,320,10.5,5,4,3.7,3,Modéré,Forêt Dense,Tropical
ECO_09708,REG_0139,2011,Été,0.3,1364,65,25.0,28.7,2.15,0,9,243,3,10,26.8,8,145,12.1,4,8,3.64,7,Faible,Savane / Zone Agricole,Tempéré
ECO_09709,REG_0084,2010,Automne,18.4,1811,73,2.0,14.4,1.34,0,9,341,4,3,6.9,6,165,9.0,3,7,4.49,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_09710,REG_0132,2024,Printemps,21.5,341,74,8.0,31.7,1.02,0,2,262,3,5,33.4,5,135,1.9,3,2,0.58,5,Faible,Savane / Zone Agricole,Subtropical
ECO_09711,REG_0057,2014,Hiver,32.1,464,54,16.3,11.0,4.0,1,5,394,2,8,5.8,5,200,15.5,4,5,1.89,5,Modéré,Savane / Zone Agricole,Tropical
ECO_09712,REG_0026,2011,Printemps,23.3,352,72,11.8,19.5,2.15,0,6,208,2,5,9.6,6,110,15.2,4,3,1.35,6,Modéré,Savane / Zone Agricole,Subtropical
ECO_09713,REG_0102,2012,Été,22.2,803,40,4.1,30.4,1.58,1,3,919,7,3,30.2,5,440,12.4,0,4,4.35,6,Faible,Forêt Secondaire,Subtropical
ECO_09714,REG_0142,2016,Automne,-3.8,876,63,2.0,48.8,1.14,0,2,67,3,5,27.8,3,265,9.1,3,4,4.5,4,Modéré,Forêt Secondaire,Tempéré
ECO_09715,REG_0081,2024,Automne,22.1,193,82,5.9,37.7,4.0,1,8,146,6,4,21.5,6,185,10.1,2,4,4.31,3,Modéré,Savane / Zone Agricole,Subtropical
ECO_09716,REG_0007,2022,Été,20.9,1367,34,8.3,32.4,2.1,0,5,145,7,5,18.2,5,160,6.6,3,1,1.73,7,Faible,Forêt Secondaire,Subtropical
ECO_09717,REG_0148,2021,Hiver,9.9,402,72,9.7,25.4,0.6,0,4,78,4,5,3.9,5,175,14.5,4,9,3.4,4,Faible,Savane / Zone Agricole,Tempéré
ECO_09718,REG_0078,2015,Été,8.4,481,40,6.6,17.5,1.1,1,5,815,6,5,17.0,2,170,3.8,3,7,4.27,2,Modéré,Savane / Zone Agricole,Tempéré
ECO_09719,REG_0130,2016,Hiver,21.6,85,65,17.4,71.7,1.52,0,4,208,5,6,18.1,3,210,10.1,8,4,4.73,4,Faible,Savane / Zone Agricole,Subtropical
ECO_09720,REG_0131,2022,Automne,14.1,629,76,11.0,44.8,0.89,0,5,180,6,7,8.8,9,110,17.6,4,4,0.9,4,Faible,Forêt Secondaire,Tempéré
ECO_09721,REG_0078,2020,Automne,21.4,855,53,25.0,30.4,2.62,1,3,69,3,6,8.9,4,75,14.3,3,7,0.95,3,Faible,Forêt Secondaire,Subtropical
ECO_09722,REG_0086,2017,Printemps,34.9,1247,49,6.1,71.4,0.95,0,3,151,2,5,10.9,8,285,1.5,0,5,5.31,9,Modéré,Forêt Dense,Tropical
ECO_09723,REG_0123,2012,Printemps,14.4,1308,65,6.4,57.9,3.94,0,3,382,6,1,2.1,2,150,9.0,3,1,2.11,6,Faible,Forêt Dense,Tempéré
ECO_09724,REG_0084,2023,Hiver,15.8,1056,88,4.5,74.4,0.76,0,5,322,6,3,25.7,4,90,5.1,1,9,2.4,4,Faible,Forêt Dense,Tempéré
ECO_09725,REG_0129,2020,Été,20.1,420,59,12.8,32.8,1.86,1,4,418,3,8,14.1,5,190,10.5,4,4,2.02,9,Faible,Savane / Zone Agricole,Subtropical
ECO_09726,REG_0134,2014,Printemps,26.0,1107,86,11.0,6.9,1.21,1,4,100,6,4,51.6,5,270,7.3,1,4,5.53,8,Modéré,Savane / Zone Agricole,Tropical
ECO_09727,REG_0140,2015,Printemps,8.5,961,39,2.0,57.8,2.12,0,4,182,4,8,9.5,6,300,16.5,2,6,4.79,5,Faible,Forêt Secondaire,Tempéré
ECO_09728,REG_0028,2021,Hiver,21.3,2159,49,7.5,29.5,2.3,0,4,509,5,3,2.8,5,315,8.5,1,5,4.27,5,Élevé,Savane / Zone Agricole,Subtropical
ECO_09729,REG_0047,2024,Hiver,12.5,345,71,2.0,27.3,3.45,0,4,32,5,4,41.3,6,400,3.3,5,6,1.89,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_09730,REG_0051,2021,Printemps,20.2,546,64,21.2,34.0,3.44,0,4,119,3,8,17.9,3,205,15.7,3,4,1.33,3,Faible,Forêt Secondaire,Subtropical
ECO_09731,REG_0091,2014,Printemps,10.1,833,83,10.8,43.4,0.68,0,6,389,3,5,29.8,9,205,8.8,8,6,4.35,6,Modéré,Forêt Secondaire,Tempéré
ECO_09732,REG_0124,2014,Automne,38.6,2544,70,15.7,55.9,1.97,0,9,216,6,3,5.5,3,160,15.0,3,5,3.85,3,Modéré,Forêt Dense,Tropical
ECO_09733,REG_0084,2023,Été,15.0,315,59,8.3,15.6,1.21,0,5,52,6,5,5.3,6,70,4.6,0,2,1.33,7,Faible,Savane / Zone Agricole,Tempéré
ECO_09734,REG_0128,2013,Printemps,9.6,499,59,5.6,13.1,0.72,1,3,709,5,2,8.6,4,80,13.6,2,5,1.56,3,Faible,Savane / Zone Agricole,Tempéré
ECO_09735,REG_0125,2012,Printemps,24.8,1016,76,4.8,16.1,1.74,1,2,819,3,5,19.7,5,95,7.1,4,9,0.66,5,Modéré,Savane / Zone Agricole,Subtropical
ECO_09736,REG_0102,2017,Printemps,31.0,1548,72,4.5,33.2,1.75,0,3,28,5,6,0.9,6,95,19.5,3,3,2.75,4,Faible,Forêt Secondaire,Tropical
ECO_09737,REG_0117,2021,Automne,35.2,526,49,5.9,10.1,2.94,1,4,630,3,5,37.4,5,260,7.0,5,9,2.04,3,Modéré,Savane / Zone Agricole,Tropical
ECO_09738,REG_0098,2011,Été,25.9,1060,89,2.6,63.5,1.22,0,8,701,5,4,3.9,7,310,7.7,4,8,3.37,6,Modéré,Forêt Dense,Tropical
ECO_09739,REG_0110,2011,Hiver,10.3,752,63,6.0,32.1,1.96,0,4,91,3,3,2.1,4,245,3.8,4,2,2.18,5,Faible,Forêt Secondaire,Tempéré
ECO_09740,REG_0147,2014,Automne,40.0,486,75,3.3,24.3,1.13,1,3,254,6,6,20.9,7,285,12.4,3,7,7.11,4,Modéré,Savane / Zone Agricole,Tropical
ECO_09741,REG_0095,2019,Printemps,28.9,247,59,8.0,46.3,2.18,1,9,104,3,5,29.5,4,380,13.8,5,4,0.68,8,Modéré,Savane / Zone Agricole,Tropical
ECO_09742,REG_0105,2014,Hiver,17.7,165,70,11.3,40.9,0.95,1,4,139,2,3,13.9,6,235,6.7,3,2,5.76,2,Faible,Savane / Zone Agricole,Tempéré
ECO_09743,REG_0117,2013,Automne,36.6,595,75,9.9,23.7,3.15,0,5,303,2,1,14.1,5,115,3.4,2,2,2.9,6,Faible,Savane / Zone Agricole,Tropical
ECO_09744,REG_0011,2013,Été,26.4,1119,67,11.6,41.5,1.76,1,7,926,2,6,12.8,6,200,10.0,0,7,2.47,3,Modéré,Forêt Secondaire,Tropical
ECO_09745,REG_0115,2018,Automne,24.6,937,58,13.5,53.0,4.0,0,5,106,4,3,3.9,4,350,5.6,4,4,1.52,4,Faible,Forêt Secondaire,Subtropical
ECO_09746,REG_0030,2023,Printemps,30.5,2093,80,9.8,3.3,3.44,1,5,377,5,7,32.2,6,330,7.8,2,2,0.93,2,Modéré,Savane / Zone Agricole,Tropical
ECO_09747,REG_0061,2024,Été,6.7,479,60,2.0,20.3,2.89,1,2,61,6,4,32.4,5,165,14.0,4,6,1.98,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_09748,REG_0148,2021,Printemps,32.7,765,61,25.0,47.2,2.07,1,1,346,3,6,17.4,5,155,11.3,3,5,1.94,4,Faible,Forêt Secondaire,Tropical
ECO_09749,REG_0128,2019,Automne,17.1,162,76,7.9,16.1,3.38,0,5,122,2,3,26.5,4,70,3.2,2,5,2.86,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09750,REG_0117,2019,Automne,36.7,439,77,5.8,8.5,2.55,0,5,170,8,5,11.8,6,380,10.9,3,6,1.43,2,Modéré,Savane / Zone Agricole,Tropical
ECO_09751,REG_0129,2024,Automne,-3.5,281,91,9.7,67.3,1.49,1,7,926,7,2,9.8,3,390,15.1,2,1,1.91,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_09752,REG_0120,2023,Printemps,14.4,659,71,19.7,24.2,1.08,1,4,349,1,6,2.0,8,250,13.9,2,5,3.92,7,Faible,Savane / Zone Agricole,Tempéré
ECO_09753,REG_0051,2015,Été,15.8,493,51,18.3,65.9,1.9,1,3,124,6,3,7.5,5,65,3.9,1,6,1.61,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09754,REG_0114,2011,Hiver,19.8,1126,61,6.1,82.4,2.58,1,2,391,5,7,20.2,6,290,9.9,5,3,2.33,4,Modéré,Forêt Dense,Subtropical
ECO_09755,REG_0001,2024,Printemps,27.5,445,61,10.4,74.5,1.05,1,6,274,4,4,34.6,10,265,6.2,1,3,1.12,5,Modéré,Savane / Zone Agricole,Tropical
ECO_09756,REG_0127,2019,Printemps,25.4,567,95,2.0,46.4,4.0,0,3,826,4,2,3.7,2,210,2.8,4,4,3.58,8,Faible,Forêt Secondaire,Tropical
ECO_09757,REG_0106,2020,Été,40.0,116,68,5.3,12.7,3.98,0,7,1246,3,9,20.4,4,165,4.1,4,7,3.42,6,Modéré,Savane / Zone Agricole,Tropical
ECO_09758,REG_0024,2010,Automne,39.4,896,43,2.0,23.1,0.53,0,3,514,3,6,4.0,9,320,12.3,2,4,3.42,7,Faible,Savane / Zone Agricole,Tropical
ECO_09759,REG_0139,2019,Été,25.3,2138,65,11.4,42.8,1.32,0,9,407,1,7,27.6,2,265,2.7,3,3,0.94,5,Faible,Forêt Secondaire,Tropical
ECO_09760,REG_0039,2010,Printemps,20.0,554,35,7.0,54.1,4.0,0,2,43,5,5,4.2,4,155,2.6,2,8,1.02,5,Faible,Forêt Secondaire,Subtropical
ECO_09761,REG_0019,2024,Hiver,32.3,1291,77,13.4,46.3,3.46,1,7,61,2,5,22.8,5,170,14.2,2,4,4.62,6,Modéré,Forêt Secondaire,Tropical
ECO_09762,REG_0064,2021,Été,10.3,189,56,11.6,49.3,2.26,0,2,341,1,4,0.2,6,145,2.7,2,6,4.02,8,Faible,Savane / Zone Agricole,Tempéré
ECO_09763,REG_0083,2022,Automne,10.3,535,47,16.2,59.0,3.22,1,9,923,6,3,12.1,3,205,13.5,2,4,1.42,6,Modéré,Forêt Secondaire,Tempéré
ECO_09764,REG_0019,2023,Automne,29.7,373,58,19.2,33.9,2.8,0,5,234,4,3,20.2,7,320,6.7,5,5,1.47,6,Élevé,Savane / Zone Agricole,Tropical
ECO_09765,REG_0072,2017,Hiver,34.8,464,66,18.6,41.5,2.54,0,4,657,5,7,2.5,5,420,8.4,3,5,1.22,8,Faible,Savane / Zone Agricole,Tropical
ECO_09766,REG_0103,2024,Hiver,19.3,1406,72,9.0,39.4,1.14,1,3,135,6,7,11.7,6,205,10.7,4,6,4.3,6,Modéré,Forêt Secondaire,Subtropical
ECO_09767,REG_0049,2024,Printemps,23.6,978,85,4.2,12.5,0.96,0,5,122,4,5,23.6,2,250,3.7,5,3,6.97,4,Faible,Savane / Zone Agricole,Subtropical
ECO_09768,REG_0095,2011,Hiver,33.6,1027,65,25.0,50.1,1.08,0,4,164,2,4,10.5,3,370,7.7,4,8,2.64,4,Faible,Forêt Dense,Tropical
ECO_09769,REG_0114,2014,Hiver,16.7,1041,70,14.9,18.4,1.25,0,5,101,4,3,14.4,4,245,10.6,4,5,4.87,9,Faible,Savane / Zone Agricole,Tempéré
ECO_09770,REG_0081,2010,Automne,12.8,647,95,7.0,36.1,2.06,1,6,478,3,10,21.8,3,290,4.6,6,5,1.16,3,Modéré,Forêt Secondaire,Tempéré
ECO_09771,REG_0033,2016,Automne,37.5,449,70,5.1,23.7,3.27,0,2,320,4,4,12.5,4,350,12.9,5,9,0.8,7,Faible,Savane / Zone Agricole,Tropical
ECO_09772,REG_0048,2021,Printemps,18.2,545,78,3.7,13.6,2.18,1,5,649,5,3,21.6,4,185,8.9,2,10,6.67,7,Modéré,Savane / Zone Agricole,Subtropical
ECO_09773,REG_0018,2024,Printemps,25.7,997,67,9.7,14.7,1.72,1,2,172,2,3,1.7,3,500,8.1,4,3,3.15,3,Faible,Savane / Zone Agricole,Tropical
ECO_09774,REG_0015,2016,Hiver,32.5,2136,51,25.0,21.2,0.96,1,6,151,4,7,7.7,9,285,1.5,3,5,1.78,6,Modéré,Savane / Zone Agricole,Tropical
ECO_09775,REG_0077,2024,Automne,-5.0,1204,45,12.6,6.5,3.24,1,1,318,3,4,9.0,1,345,8.8,5,4,3.39,5,Faible,Savane / Zone Agricole,Tempéré
ECO_09776,REG_0032,2014,Hiver,30.1,2537,73,15.6,26.6,1.74,1,5,54,5,2,9.2,5,355,11.4,2,5,1.65,3,Faible,Savane / Zone Agricole,Tropical
ECO_09777,REG_0094,2017,Automne,25.6,873,76,4.6,22.2,2.4,0,6,245,5,6,6.8,9,150,12.8,2,6,2.68,8,Faible,Savane / Zone Agricole,Tropical
ECO_09778,REG_0067,2013,Printemps,13.6,1217,42,4.4,56.7,1.32,0,2,461,4,8,22.1,5,240,6.3,1,5,4.09,8,Faible,Forêt Dense,Tempéré
ECO_09779,REG_0145,2012,Printemps,10.4,586,78,19.7,36.9,1.16,0,3,271,5,5,40.2,10,220,5.7,4,9,2.16,6,Faible,Forêt Secondaire,Tempéré
ECO_09780,REG_0096,2014,Automne,12.1,388,67,9.5,38.3,2.05,0,8,134,3,5,28.8,7,335,5.8,2,6,2.5,4,Faible,Savane / Zone Agricole,Tempéré
ECO_09781,REG_0067,2010,Été,16.7,606,41,14.1,36.9,1.58,1,4,143,5,4,8.8,3,225,5.3,2,6,7.14,6,Faible,Forêt Secondaire,Tempéré
ECO_09782,REG_0073,2016,Automne,16.9,1651,94,17.0,39.5,2.67,0,3,19,4,9,25.0,9,235,1.7,5,7,1.24,5,Modéré,Forêt Secondaire,Tempéré
ECO_09783,REG_0101,2015,Hiver,8.8,843,41,25.0,61.4,3.66,0,3,397,4,5,10.2,3,295,8.9,5,6,1.7,3,Faible,Forêt Secondaire,Tempéré
ECO_09784,REG_0010,2014,Printemps,19.0,1774,74,13.1,46.4,1.62,1,7,227,4,5,9.0,6,165,9.6,1,4,4.97,7,Modéré,Forêt Secondaire,Subtropical
ECO_09785,REG_0077,2020,Printemps,19.9,371,67,12.7,47.9,3.41,0,3,20,5,4,37.6,7,500,14.4,6,4,3.47,4,Faible,Savane / Zone Agricole,Subtropical
ECO_09786,REG_0112,2022,Hiver,28.7,582,58,6.5,56.2,1.23,1,7,20,6,6,8.9,6,100,1.4,1,9,5.08,2,Modéré,Forêt Secondaire,Tropical
ECO_09787,REG_0051,2013,Automne,40.0,165,57,7.4,30.9,1.7,0,7,183,4,9,32.9,5,240,8.4,6,3,5.76,4,Faible,Savane / Zone Agricole,Tropical
ECO_09788,REG_0086,2023,Printemps,33.4,502,50,21.3,60.2,1.53,1,7,81,6,6,8.3,8,95,2.1,1,10,3.49,8,Modéré,Forêt Secondaire,Tropical
ECO_09789,REG_0100,2014,Été,9.6,3000,58,7.3,42.5,2.79,0,5,346,2,9,33.3,4,180,3.2,4,9,4.0,9,Élevé,Forêt Secondaire,Tempéré
ECO_09790,REG_0061,2019,Automne,0.7,602,43,2.0,40.2,1.49,0,4,813,5,6,7.7,4,110,13.1,5,10,4.36,7,Faible,Forêt Secondaire,Tempéré
ECO_09791,REG_0099,2013,Printemps,28.6,680,31,7.5,35.3,2.05,0,3,279,5,9,42.1,7,210,8.5,2,5,3.68,3,Faible,Forêt Secondaire,Tropical
ECO_09792,REG_0067,2017,Automne,23.3,1968,75,4.0,49.5,0.97,1,5,941,2,5,18.5,3,120,2.8,7,3,1.52,5,Modéré,Forêt Secondaire,Subtropical
ECO_09793,REG_0049,2018,Été,5.2,1358,30,4.4,50.3,0.65,0,3,144,3,4,5.0,7,370,1.8,2,4,3.87,1,Faible,Forêt Dense,Tempéré
ECO_09794,REG_0131,2016,Automne,28.3,1439,55,11.1,36.3,4.0,0,2,107,2,5,5.6,6,210,12.0,1,5,1.43,4,Faible,Forêt Secondaire,Tropical
